[0-0][est]:0.706170934441, [payload]:0, [RSSI]:0 
[5-16][est]:0.999834051543, [payload]:0, [RSSI]:2 
[5-17][est]:0.999996959823, [payload]:0, [RSSI]:3 
[5-18][est]:0.999999588543, [payload]:0, [RSSI]:4 
[5-19][est]:0.999999588543, [payload]:0, [RSSI]:4 
[5-20][est]:0.999977537675, [payload]:bd, [RSSI]:4 
[5-21][est]:0.214815750956, [payload]:6, [RSSI]:0 
[5-22][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-23][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-24][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-25][est]:0.669033779261, [payload]:0, [RSSI]:0 
[5-26][est]:0.991020070838, [payload]:0, [RSSI]:1 
[5-27][est]:0.998775150142, [payload]:cf, [RSSI]:2 
[5-28][est]:0.999996959862, [payload]:e, [RSSI]:4 
[5-29][est]:0.999834053644, [payload]:0, [RSSI]:3 
[5-30][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-31][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-32][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-33][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-34][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-35][est]:0.937250472568, [payload]:dc, [RSSI]:2 
[5-36][est]:0.214815750956, [payload]:90, [RSSI]:0 
[5-37][est]:0.214815750956, [payload]:9, [RSSI]:0 
[5-38][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-39][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-40][est]:0.214815750956, [payload]:f0, [RSSI]:0 
[5-41][est]:0.937248982677, [payload]:c9, [RSSI]:0 
[5-42][est]:0.999977537106, [payload]:0, [RSSI]:2 
[5-43][est]:0.999999588543, [payload]:0, [RSSI]:4 
[5-44][est]:0.999996959862, [payload]:0, [RSSI]:4 
[5-45][est]:0.99997753739, [payload]:0, [RSSI]:3 
[5-46][est]:0.999834053644, [payload]:0, [RSSI]:3 
[5-47][est]:0.937250472568, [payload]:0, [RSSI]:2 
[5-48][est]:0.937248982677, [payload]:f0, [RSSI]:0 
[5-49][est]:0.999834051543, [payload]:c0, [RSSI]:2 
[5-50][est]:0.999996959823, [payload]:1, [RSSI]:3 
[5-51][est]:0.999996959862, [payload]:0, [RSSI]:4 
[5-52][est]:0.99997753739, [payload]:0, [RSSI]:3 
[5-53][est]:0.999834053644, [payload]:0, [RSSI]:3 
[5-54][est]:0.937250472568, [payload]:b9, [RSSI]:2 
[5-55][est]:0.214815750956, [payload]:f, [RSSI]:0 
[5-56][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-57][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-58][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-59][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-60][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-61][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-62][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-63][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-64][est]:0.937248982677, [payload]:0, [RSSI]:0 
[5-65][est]:0.999977537106, [payload]:0, [RSSI]:2 
[5-66][est]:0.999999588543, [payload]:0, [RSSI]:4 
[5-67][est]:0.999999588543, [payload]:fe, [RSSI]:4 
[5-68][est]:0.999977537675, [payload]:0, [RSSI]:4 
[5-69][est]:0.991020183559, [payload]:7e, [RSSI]:2 
[5-70][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-71][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-72][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-73][est]:0.214815750956, [payload]:0, [RSSI]:0 
[5-74][est]:0.937248982677, [payload]:0, [RSSI]:0 
[5-75][est]:0.998775150142, [payload]:0, [RSSI]:2 
[5-76][est]:0.999834051543, [payload]:ff, [RSSI]:2 
[5-77][est]:0.999996959862, [payload]:d, [RSSI]:4 
[5-78][est]:0.99997753739, [payload]:0, [RSSI]:3 
[5-79][est]:0.998775165637, [payload]:0, [RSSI]:3 
[5-80][est]:0.937249727627, [payload]:0, [RSSI]:1 
[5-81][est]:0.991020070838, [payload]:bf, [RSSI]:1 
[5-82][est]:0.998775150142, [payload]:f0, [RSSI]:2 
[5-83][est]:0.999977537106, [payload]:b, [RSSI]:2 
[6-0][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-1][est]:0.920493109979, [payload]:0, [RSSI]:0 
[6-2][est]:0.99978592, [payload]:0, [RSSI]:2 
[6-3][est]:0.999999469167, [payload]:0, [RSSI]:3 
[6-4][est]:0.999999990277, [payload]:0, [RSSI]:5 
[6-5][est]:0.999999990277, [payload]:0, [RSSI]:5 
[6-6][est]:0.999999469178, [payload]:0, [RSSI]:5 
[6-7][est]:0.610430559196, [payload]:c0, [RSSI]:1 
[6-8][est]:0.1749647998, [payload]:a, [RSSI]:0 
[6-9][est]:0.1749647998, [payload]:e9, [RSSI]:0 
[6-10][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-11][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-12][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-13][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-14][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-15][est]:0.1749647998, [payload]:f9, [RSSI]:0 
[6-16][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-17][est]:0.1749647998, [payload]:d, [RSSI]:0 
[6-18][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-19][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-20][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-21][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-22][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-23][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-24][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-25][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-26][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-27][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-28][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-29][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-30][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-31][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-32][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-33][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-34][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-35][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-36][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-37][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-38][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-39][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-40][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-41][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-42][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-43][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-44][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-45][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-46][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-47][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-48][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-49][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-50][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-51][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-52][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-53][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-54][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-55][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-56][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-57][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-58][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-59][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-60][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-61][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-62][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-63][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-64][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-65][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-66][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-67][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-68][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-69][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-70][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-71][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-72][est]:0.610428153186, [payload]:0, [RSSI]:0 
[6-73][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-74][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-75][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-76][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-77][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-78][est]:0.920493850435, [payload]:0, [RSSI]:1 
[6-79][est]:0.610430559196, [payload]:0, [RSSI]:1 
[6-80][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-81][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-82][est]:0.1749647998, [payload]:0, [RSSI]:0 
[6-83][est]:0.610428153186, [payload]:0, [RSSI]:0 
[7-0][est]:0.99999999028, [payload]:0, [RSSI]:5 
[7-1][est]:0.999999469336, [payload]:0, [RSSI]:5 
[7-2][est]:0.999785975215, [payload]:0, [RSSI]:3 
[7-3][est]:0.99842075222, [payload]:0, [RSSI]:2 
[7-4][est]:0.99842075222, [payload]:0, [RSSI]:2 
[7-5][est]:0.999996078964, [payload]:0, [RSSI]:2 
[7-6][est]:0.99999999028, [payload]:0, [RSSI]:5 
[7-7][est]:0.999971028912, [payload]:0, [RSSI]:4 
[7-8][est]:0.99842075222, [payload]:0, [RSSI]:2 
[7-9][est]:0.920508520382, [payload]:0, [RSSI]:2 
[7-10][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-11][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-12][est]:0.174987978408, [payload]:fd, [RSSI]:0 
[7-13][est]:0.610471405787, [payload]:e0, [RSSI]:0 
[7-14][est]:0.999999469332, [payload]:0, [RSSI]:3 
[7-15][est]:0.99999999028, [payload]:0, [RSSI]:5 
[7-16][est]:0.99999999028, [payload]:90, [RSSI]:5 
[7-17][est]:0.999999469336, [payload]:ae, [RSSI]:5 
[7-18][est]:0.999785975215, [payload]:e0, [RSSI]:3 
[7-19][est]:0.99842075222, [payload]:d, [RSSI]:2 
[7-20][est]:0.920508520382, [payload]:0, [RSSI]:2 
[7-21][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-22][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-23][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-24][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-25][est]:0.174987978408, [payload]:cf, [RSSI]:0 
[7-26][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-27][est]:0.174987978408, [payload]:8, [RSSI]:0 
[7-28][est]:0.999785974426, [payload]:0, [RSSI]:2 
[7-29][est]:0.999999469332, [payload]:0, [RSSI]:3 
[7-30][est]:0.99999999028, [payload]:0, [RSSI]:5 
[7-31][est]:0.99999999028, [payload]:0, [RSSI]:5 
[7-32][est]:0.999996079007, [payload]:0, [RSSI]:5 
[7-33][est]:0.988447701086, [payload]:0, [RSSI]:2 
[7-34][est]:0.920508250566, [payload]:0, [RSSI]:1 
[7-35][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-36][est]:0.174987978408, [payload]:f0, [RSSI]:0 
[7-37][est]:0.174987978408, [payload]:ca, [RSSI]:0 
[7-38][est]:0.174987978408, [payload]:a0, [RSSI]:0 
[7-39][est]:0.174987978408, [payload]:a, [RSSI]:0 
[7-40][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-41][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-42][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-43][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-44][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-45][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-46][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-47][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-48][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-49][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-50][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-51][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-52][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-53][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-54][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-55][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-56][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-57][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-58][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-59][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-60][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-61][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-62][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-63][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-64][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-65][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-66][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-67][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-68][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-69][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-70][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-71][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-72][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-73][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-74][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-75][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-76][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-77][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-78][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-79][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-80][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-81][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-82][est]:0.174987978408, [payload]:0, [RSSI]:0 
[7-83][est]:0.174987978408, [payload]:0, [RSSI]:0 
[8-0][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-1][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-2][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-3][est]:0.145474669561, [payload]:c0, [RSSI]:0 
[8-4][est]:0.145474669561, [payload]:b, [RSSI]:0 
[8-5][est]:0.145474669561, [payload]:2f, [RSSI]:0 
[8-6][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-7][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-8][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-9][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-10][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-11][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-12][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-13][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-14][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-15][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-16][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-17][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-18][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-19][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-20][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-21][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-22][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-23][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-24][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-25][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-26][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-27][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-28][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-29][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-30][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-31][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-32][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-33][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-34][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-35][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-36][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-37][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-38][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-39][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-40][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-41][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-42][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-43][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-44][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-45][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-46][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-47][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-48][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-49][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-50][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-51][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-52][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-53][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-54][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-55][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-56][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-57][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-58][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-59][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-60][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-61][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-62][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-63][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-64][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-65][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-66][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-67][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-68][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-69][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-70][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-71][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-72][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-73][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-74][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-75][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-76][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-77][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-78][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-79][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-80][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-81][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-82][est]:0.145474669561, [payload]:0, [RSSI]:0 
[8-83][est]:0.145474669561, [payload]:0, [RSSI]:0 
